Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2006/07,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2006/07,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,27400
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2500
2006/07,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4800
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2700
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2900
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4200
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2800
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41800
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,12100
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,22700
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,53900
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8500
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5600
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1400
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6200
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1200
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5100
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1400
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2006/07,All codes,All admissions,All admissions,Number of admissions,Female,4552766
2006/07,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,636798
2006/07,C00-D48,All cancers,All cancers,Number of admissions,Female,666704
2006/07,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,205990
2006/07,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,363216
2006/07,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,519195
2006/07,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,33545
2006/07,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4465
2006/07,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9567
2006/07,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,748
2006/07,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6791
2006/07,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19140
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3846
2006/07,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,7500
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10194
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,6883
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,13195
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2381
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,51447
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,44808
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,104434
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,103954
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15181
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,48080
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2824
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2911
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,10813
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,9865
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1863
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,64093
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,46324
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11946
2006/07,All codes,All admissions,All admissions,Attributable number,Female,161800
2006/07,C00-D48,All cancers,All cancers,Attributable number,Female,47500
2006/07,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,50900
2006/07,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43600
2006/07,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,7600
2006/07,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,25200
2006/07,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2300
2006/07,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,6000
2006/07,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2006/07,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800
2006/07,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,5800
2006/07,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,300
2006/07,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,900
2006/07,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2700
2006/07,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1600
2006/07,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1300
2006/07,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2000
2006/07,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,40300
2006/07,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,8600
2006/07,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,11500
2006/07,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,20600
2006/07,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3000
2006/07,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,6500
2006/07,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2006/07,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2006/07,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5200
2006/07,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1700
2006/07,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,800
2006/07,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6800
2006/07,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4800
2006/07,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,600
2005/06,All codes,All admissions,All admissions,Number of admissions,,8249330
2005/06,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1430028
2005/06,C00-D48,All cancers,All cancers,Number of admissions,,1261802
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,410937
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,845712
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,957745
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,80294
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,13281
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,34442
2005/06,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4523
2005/06,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,7041
2005/06,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,78931
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,10974
2005/06,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,25144
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,20307
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,12999
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,29906
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5619
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,104942
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,87654
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,225098
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,306039
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,38930
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,96537
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,11479
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7634
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23117
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,14178
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,2793
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,114119
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,61269
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12778
2005/06,All codes,All admissions,All admissions,Attributable number,,457800
2005/06,C00-D48,All cancers,All cancers,Attributable number,,163200
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,109800
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,147500
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,16100
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,66900
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,9100
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,23900
2005/06,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3700
2005/06,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,900
2005/06,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,34100
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3000
2005/06,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,5800
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5400
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,4900
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,5500
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,4900
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,83800
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,21100
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,36200
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,77800
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7800
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,16500
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7300
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,1900
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,12200
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,2700
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,1300
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,13600
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,6800
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,700
2005/06,All codes,All admissions,All admissions,Number of admissions,Male,3831318
2005/06,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,785739
2005/06,C00-D48,All cancers,All cancers,Number of admissions,Male,621984
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,207949
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,480636
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,473409
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,47427
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,9160
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,24984
2005/06,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3798
2005/06,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.
2005/06,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,59918
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,7126
2005/06,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Male,17820
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,10597
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,5689
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,17669
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,3135
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,54047
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,44830
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,120179
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,199546
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,23010
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,46317
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,8715
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4805
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11846
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,5691
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1126
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,44098
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,14203
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.
2005/06,All codes,All admissions,All admissions,Attributable number,Male,291200
2005/06,C00-D48,All cancers,All cancers,Attributable number,Male,115600
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,58600
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,101400
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,8300
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,41900
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,6900
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,17800
2005/06,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3200
2005/06,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.
2005/06,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,28100
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,2600
2005/06,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4900
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2700
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,3200
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4300
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2800
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,43600
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,12300
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,24100
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,56300
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4500
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9400
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5700
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1500
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6600
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1100
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,500
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5800
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1600
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.
2005/06,All codes,All admissions,All admissions,Number of admissions,Female,4418012
2005/06,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,644289
2005/06,C00-D48,All cancers,All cancers,Number of admissions,Female,639818
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,202988
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,365076
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,484336
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,32867
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,4121
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,9458
2005/06,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,725
2005/06,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,7041
2005/06,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19013
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,3848
2005/06,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,7324
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,9710
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,7310
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,12237
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2484
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,50895
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,42824
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,104919
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,106493
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,15920
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,50220
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2764
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2829
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11271
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,8487
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,1667
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,70021
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47066
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,12775
2005/06,All codes,All admissions,All admissions,Attributable number,Female,166600
2005/06,C00-D48,All cancers,All cancers,Attributable number,Female,47600
2005/06,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,51200
2005/06,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,46200
2005/06,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,7900
2005/06,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,25000
2005/06,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2200
2005/06,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,6100
2005/06,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600
2005/06,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900
2005/06,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6000
2005/06,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400
2005/06,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,900
2005/06,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2700
2005/06,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1700
2005/06,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1200
2005/06,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2100
2005/06,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,40300
2005/06,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,8900
2005/06,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12200
2005/06,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,21500
2005/06,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3300
2005/06,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,7100
2005/06,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1600
2005/06,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400
2005/06,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5600
2005/06,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1500
2005/06,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,700
2005/06,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,7800
2005/06,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,5200
2005/06,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,700
2004/05,All codes,All admissions,All admissions,Number of admissions,,7846548
2004/05,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1401878
2004/05,C00-D48,All cancers,All cancers,Number of admissions,,1179955
2004/05,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,404875
2004/05,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,823479
2004/05,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,883439
2004/05,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,73491
2004/05,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,12029
